"ym","cd","csd","csdname","cases","recips","depchld"
"201006","15","007","White Rock",324,382,48
"201006","15","011","Delta",1601,2103,434
"201006","15","015","Richmond",2228,2935,549
"201006","15","022","Vancouver",23279,27439,3425
"201006","15","025","Burnaby",4982,6962,1613
"201006","15","029","New Westminster",2441,3052,464
"201006","15","034","Coquitlam",2268,3298,824
"201006","15","039","Port Coquitlam",1384,1842,397
"201006","15","043","Port Moody",366,530,135
"201006","15","046","North Vancouver DM",894,1058,136
"201006","15","051","North Vancouver City",1083,1364,214
"201006","15","055","West Vancouver",246,283,26
"201006","15","070","Pitt Meadows",280,402,107
"201006","15","075","Maple Ridge",2243,2912,551
"201006","17","010","Sidney",184,211,23
"201006","17","015","Central Saanich",182,212,25
"201006","17","021","Saanich",2518,3038,432
"201006","17","027","Saltspring Island",281,343,53
"201006","17","034","Victoria",4283,5175,712
"201006","17","040","Esquimalt",857,1055,151
"201006","17","041","Colwood",241,300,52
"201006","17","044","Langford",584,804,189
"201006","17","047","View Royal",173,196,17
"201006","17","052","Sooke",395,531,111
"201006","19","008","North Cowichan",1084,1622,450
"201006","19","012","Duncan",369,525,127
"201006","19","016","Lake Cowichan",250,340,65
"201006","21","007","Nanaimo",4435,6153,1408
"201006","21","010","Nanaimo A",239,313,60
"201006","21","018","Parksville",330,437,94
"201006","21","032","Nanaimo F",336,445,87
"201006","23","008","Port Alberni",1491,2212,579
"201006","24","034","Campbell River",1419,2077,556
"201006","26","005","Comox",224,290,61
"201006","26","010","Courtenay",1222,1647,344
"201006","27","008","Powell River",879,1199,247
"201006","29","011","Sechelt",353,493,120
"201006","31","006","Squamish",373,495,104
"201006","33","042","Kamloops",3668,4975,1101
"201006","35","010","Kelowna",4756,6253,1216
"201006","35","029","West Kelowna",638,929,245
"201006","35","802","Tsinstikeptum 9",251,344,77
"201006","37","014","Vernon",2023,2783,608
"201006","37","028","Armstrong",199,271,59
"201006","39","032","Salmon Arm",741,1043,261
"201006","41","005","One Hundred Mile House",179,250,58
"201006","41","009","Williams Lake",750,1153,352
"201006","41","013","Quesnel",645,952,254
"201006","43","023","Port Hardy",316,499,135
"201006","47","012","Prince Rupert",880,1528,525
"201006","49","005","Kitimat",351,591,196
"201006","49","011","Terrace",737,1222,387
"201006","51","007","Vanderhoof",197,286,77
"201006","51","043","Smithers",255,374,94
"201006","53","023","Prince George",3697,5534,1582
"201006","55","014","Dawson Creek",555,765,182
"201006","55","034","Fort St. John",400,589,165
"201007","01","022","Cranbrook",711,1019,262
"201007","03","004","Creston",244,337,83
"201007","03","015","Nelson",615,789,150
"201007","03","045","Castlegar",278,377,86
"201007","03","052","Central Kootenay H",180,249,57
"201007","05","014","Trail",483,634,120
"201007","05","032","Grand Forks",274,382,87
"201007","07","014","Oliver",326,417,74
"201007","07","035","Summerland",201,275,57
"201007","07","041","Penticton",1821,2497,564
"201007","07","055","Okanagan-Similkameen H",242,331,60
"201007","09","009","Hope",478,648,133
"201007","09","020","Chilliwack",3038,4406,1145
"201007","09","052","Abbotsford",3529,4896,1148
"201007","09","056","Mission",1493,2151,555
"201007","15","001","Langley Township",1544,2052,450
"201007","15","002","Langley City",1228,1666,356
"201007","15","004","Surrey",13517,19348,4870
"201007","15","007","White Rock",320,374,44
"201007","15","011","Delta",1589,2093,435
"201007","15","015","Richmond",2214,2921,551
"201007","15","022","Vancouver",23183,27315,3398
"201007","15","025","Burnaby",4989,6958,1600
"201007","15","029","New Westminster",2463,3075,466
"201007","15","034","Coquitlam",2264,3305,836
"201007","15","039","Port Coquitlam",1407,1880,416
"201007","15","043","Port Moody",372,547,144
"201007","15","046","North Vancouver DM",903,1070,141
"201007","15","051","North Vancouver City",1081,1360,212
"201007","15","055","West Vancouver",253,285,22
"201007","15","070","Pitt Meadows",272,382,96
"201007","15","075","Maple Ridge",2243,2921,565
"201007","17","010","Sidney",186,213,22
"201007","17","015","Central Saanich",196,229,27
"201007","17","021","Saanich",2492,3010,432
"201007","17","027","Saltspring Island",268,325,50
"201007","17","034","Victoria",4300,5161,686
"201007","17","040","Esquimalt",841,1029,141
"201007","17","041","Colwood",242,303,54
"201007","17","044","Langford",599,829,197
"201007","17","047","View Royal",165,189,18
"201007","17","052","Sooke",383,507,99
"201007","19","008","North Cowichan",1065,1590,440
"201007","19","012","Duncan",371,516,119
"201007","19","016","Lake Cowichan",258,352,66
"201007","21","007","Nanaimo",4369,6080,1403
"201007","21","010","Nanaimo A",249,332,68
"201007","21","018","Parksville",340,439,87
"201007","21","032","Nanaimo F",342,454,90
"201007","23","008","Port Alberni",1489,2211,583
"201007","24","034","Campbell River",1402,2050,546
"201007","26","005","Comox",223,294,65
"201007","26","010","Courtenay",1213,1641,348
"201007","27","008","Powell River",886,1220,261
"201007","29","011","Sechelt",335,476,119
"201007","31","006","Squamish",364,484,104
"201007","33","042","Kamloops",3644,4985,1129
"201007","35","010","Kelowna",4693,6186,1225
"201007","35","029","West Kelowna",616,890,231
"201007","35","802","Tsinstikeptum 9",258,353,79
"201007","37","014","Vernon",2028,2778,610
"201007","37","028","Armstrong",183,246,50
"201007","39","032","Salmon Arm",730,1034,261
"201007","41","005","One Hundred Mile House",180,261,68
"201007","41","009","Williams Lake",748,1138,340
"201007","41","013","Quesnel",627,919,244
"201007","43","023","Port Hardy",314,500,141
"201007","47","012","Prince Rupert",855,1491,515
"201007","49","005","Kitimat",346,583,195
"201007","49","011","Terrace",733,1234,398
"201007","51","007","Vanderhoof",200,293,81
"201007","51","043","Smithers",249,364,92
"201007","53","023","Prince George",3691,5565,1612
"201007","55","014","Dawson Creek",545,755,181
"201007","55","034","Fort St. John",396,587,167
"201008","01","022","Cranbrook",703,1002,257
"201008","03","004","Creston",245,336,80
"201008","03","015","Nelson",617,805,162
"201008","03","045","Castlegar",289,385,81
"201008","03","052","Central Kootenay H",181,260,66
"201008","05","014","Trail",479,627,117
"201008","05","032","Grand Forks",279,379,81
"201008","07","014","Oliver",322,407,66
"201008","07","035","Summerland",203,280,60
"201008","07","041","Penticton",1851,2530,563
"201008","07","055","Okanagan-Similkameen H",238,318,53
"201008","09","009","Hope",481,659,142
"201008","09","020","Chilliwack",3048,4445,1166
"201008","09","052","Abbotsford",3502,4866,1149
"201008","09","056","Mission",1490,2163,577
"201008","15","001","Langley Township",1555,2062,451
"201008","15","002","Langley City",1212,1652,358
"201008","15","004","Surrey",13536,19412,4904
"201008","15","007","White Rock",321,371,42
"201008","15","011","Delta",1610,2104,426
"201008","15","015","Richmond",2219,2929,553
"201008","15","022","Vancouver",23029,27190,3435
"201008","15","025","Burnaby",5019,6995,1606
"201008","15","029","New Westminster",2475,3084,466
"201008","15","034","Coquitlam",2302,3360,854
"201008","15","039","Port Coquitlam",1410,1893,425
"201008","15","043","Port Moody",372,543,142
"201008","15","046","North Vancouver DM",906,1074,140
"201008","15","051","North Vancouver City",1088,1364,213
"201008","15","055","West Vancouver",252,288,25
"201008","15","070","Pitt Meadows",278,392,100
"201008","15","075","Maple Ridge",2255,2919,553
"201008","17","010","Sidney",183,215,28
"201008","17","015","Central Saanich",189,220,25
"201008","17","021","Saanich",2500,3026,438
"201008","17","027","Saltspring Island",277,331,48
"201008","17","034","Victoria",4277,5157,704
"201008","17","040","Esquimalt",848,1045,147
"201008","17","041","Colwood",240,303,55
"201008","17","044","Langford",613,852,204
"201008","17","047","View Royal",168,190,18
"201008","17","052","Sooke",381,511,106
"201008","19","008","North Cowichan",1052,1570,437
"201008","19","012","Duncan",369,505,114
"201008","19","016","Lake Cowichan",259,358,70
"201008","21","007","Nanaimo",4354,6040,1385
"201008","21","010","Nanaimo A",240,315,59
"201008","21","018","Parksville",328,413,76
"201008","21","032","Nanaimo F",340,457,95
"201008","23","008","Port Alberni",1476,2215,596
"201008","24","034","Campbell River",1390,2010,524
"201008","26","005","Comox",223,307,76
"201008","26","010","Courtenay",1209,1633,347
"201008","27","008","Powell River",885,1234,274
"201008","29","011","Sechelt",338,466,107
"201008","31","006","Squamish",363,481,104
"201008","33","042","Kamloops",3624,4921,1105
"201008","35","010","Kelowna",4691,6202,1250
"201008","35","029","West Kelowna",631,913,237
"201008","35","802","Tsinstikeptum 9",261,358,79
"201008","37","014","Vernon",2017,2765,604
"201008","37","028","Armstrong",181,242,51
"201008","39","032","Salmon Arm",717,997,240
"201008","41","005","One Hundred Mile House",195,280,73
"201008","41","009","Williams Lake",727,1102,328
"201008","41","013","Quesnel",626,917,245
"201008","43","023","Port Hardy",304,491,145
"201008","47","012","Prince Rupert",854,1489,515
"201008","49","005","Kitimat",342,588,198
"201008","49","011","Terrace",725,1207,387
"201008","51","007","Vanderhoof",195,292,83
"201008","51","043","Smithers",240,363,98
"201008","53","023","Prince George",3665,5510,1591
"201008","55","014","Dawson Creek",543,736,166
"201008","55","034","Fort St. John",387,568,158
"201009","01","022","Cranbrook",699,1005,263
"201009","03","004","Creston",243,329,73
"201009","03","015","Nelson",587,760,152
"201009","03","045","Castlegar",290,384,80
"201009","03","052","Central Kootenay H",175,250,63
"201009","05","014","Trail",480,629,117
"201009","05","032","Grand Forks",278,377,78
"201009","07","014","Oliver",324,408,65
"201009","07","035","Summerland",206,292,68
"201009","07","041","Penticton",1835,2474,523
"201009","07","055","Okanagan-Similkameen H",234,318,59
"201009","09","009","Hope",473,634,126
"201009","09","020","Chilliwack",3024,4407,1159
"201009","09","052","Abbotsford",3509,4831,1116
"201009","09","056","Mission",1500,2143,549
"201009","15","001","Langley Township",1552,2049,443
"201009","15","002","Langley City",1208,1642,356
"201009","15","004","Surrey",13616,19551,4959
"201009","15","007","White Rock",321,370,40
"201009","15","011","Delta",1582,2073,423
"201009","15","015","Richmond",2211,2933,566
"201009","15","022","Vancouver",22901,26994,3375
"201009","15","025","Burnaby",5018,7023,1636
"201009","15","029","New Westminster",2472,3079,462
"201009","15","034","Coquitlam",2297,3338,844
"201009","15","039","Port Coquitlam",1408,1896,428
"201009","15","043","Port Moody",357,517,133
"201009","15","046","North Vancouver DM",896,1065,140
"201009","15","051","North Vancouver City",1081,1356,215
"201009","15","055","West Vancouver",251,287,25
"201009","15","070","Pitt Meadows",278,395,104
"201009","15","075","Maple Ridge",2277,2957,566
"201009","17","010","Sidney",178,206,25
"201009","17","015","Central Saanich",189,226,31
"201009","17","021","Saanich",2500,3034,445
"201009","17","027","Saltspring Island",282,340,52
"201009","17","034","Victoria",4264,5122,690
"201009","17","040","Esquimalt",832,1022,138
"201009","17","041","Colwood",236,293,50
"201009","17","044","Langford",614,856,207
"201009","17","047","View Royal",162,183,16
"201009","17","052","Sooke",377,514,115
"201009","19","008","North Cowichan",1033,1533,420
"201009","19","012","Duncan",370,512,121
"201009","19","016","Lake Cowichan",250,339,62
"201009","21","007","Nanaimo",4346,6014,1378
"201009","21","010","Nanaimo A",242,308,53
"201009","21","018","Parksville",332,433,90
"201009","21","032","Nanaimo F",339,442,83
"201009","23","008","Port Alberni",1453,2199,604
"201009","24","034","Campbell River",1392,2004,519
"201009","26","005","Comox",224,310,77
"201009","26","010","Courtenay",1214,1642,350
"201009","27","008","Powell River",874,1195,255
"201009","29","011","Sechelt",334,457,104
"201009","31","006","Squamish",377,507,114
"201009","33","042","Kamloops",3633,4933,1100
"201009","35","010","Kelowna",4650,6158,1247
"201009","35","029","West Kelowna",628,889,222
"201009","35","802","Tsinstikeptum 9",261,354,74
"201009","37","014","Vernon",1977,2699,589
"201009","37","028","Armstrong",185,250,53
"201009","39","032","Salmon Arm",707,998,246
"201009","41","005","One Hundred Mile House",193,279,72
"201009","41","009","Williams Lake",707,1057,308
"201009","41","013","Quesnel",629,921,244
"201009","43","023","Port Hardy",296,491,156
"201009","47","012","Prince Rupert",831,1421,476
"201009","49","005","Kitimat",345,595,206
"201009","49","011","Terrace",725,1210,399
"201009","51","007","Vanderhoof",197,304,94
"201009","51","043","Smithers",244,368,98
"201009","53","023","Prince George",3663,5501,1587
"201009","55","014","Dawson Creek",531,717,160
"201009","55","034","Fort St. John",372,550,158
"201010","01","022","Cranbrook",691,978,246
"201010","03","004","Creston",233,312,67
"201010","03","015","Nelson",588,751,143
"201010","03","045","Castlegar",286,375,75
"201010","03","052","Central Kootenay H",170,237,57
"201010","05","014","Trail",481,634,119
"201010","05","032","Grand Forks",273,372,79
"201010","07","014","Oliver",333,421,72
"201010","07","035","Summerland",209,301,72
"201010","07","041","Penticton",1838,2480,523
"201010","07","055","Okanagan-Similkameen H",225,307,58
"201010","09","009","Hope",484,648,129
"201010","09","020","Chilliwack",3032,4385,1130
"201010","09","052","Abbotsford",3474,4806,1113
"201010","09","056","Mission",1515,2166,550
"201010","15","001","Langley Township",1552,2041,434
"201010","15","002","Langley City",1204,1639,356
"201010","15","004","Surrey",13648,19542,4918
"201010","15","007","White Rock",332,388,46
"201010","15","011","Delta",1582,2068,417
"201010","15","015","Richmond",2214,2959,588
"201010","15","022","Vancouver",22849,26952,3380
"201010","15","025","Burnaby",5070,7060,1618
"201010","15","029","New Westminster",2511,3143,486
"201010","15","034","Coquitlam",2345,3423,871
"201010","15","039","Port Coquitlam",1385,1838,397
"201010","15","043","Port Moody",373,526,125
"201010","15","046","North Vancouver DM",899,1070,142
"201010","15","051","North Vancouver City",1072,1348,217
"201010","15","055","West Vancouver",249,282,22
"201010","15","070","Pitt Meadows",269,380,99
"201010","15","075","Maple Ridge",2282,2979,583
"201010","17","010","Sidney",183,215,28
"201010","17","015","Central Saanich",188,223,29
"201010","17","021","Saanich",2487,3001,428
"201010","17","027","Saltspring Island",281,340,53
"201010","17","034","Victoria",4258,5110,675
"201010","17","040","Esquimalt",825,1010,135
"201010","17","041","Colwood",247,304,51
"201010","17","044","Langford",603,835,199
"201010","17","047","View Royal",160,178,13
"201010","17","052","Sooke",381,510,106
"201010","19","008","North Cowichan",1035,1532,419
